epoch,critic_loss,generator_loss,val_critic_loss,val_generator_loss
28,-0.6595849394798279,-5.230411052703857,-0.10691974312067032,-5.810753345489502
29,-0.657413125038147,-4.576993942260742,-0.14051204919815063,-3.0119376182556152
30,-0.6511664390563965,-3.4468371868133545,-0.21074378490447998,-2.0496180057525635
31,-0.6840007901191711,-4.6859540939331055,0.4608708918094635,-7.238924503326416
32,-0.6695230007171631,-5.5188307762146,0.5906476378440857,-5.407074451446533
33,-0.6277896165847778,-3.8686602115631104,0.6365330815315247,-4.382390975952148
34,-0.6595339775085449,-2.668928623199463,0.7376899123191833,-1.3870925903320312
35,-0.6415366530418396,-3.07249116897583,0.8482475280761719,-2.530505657196045
36,-0.6425743699073792,-3.823376178741455,0.07617346942424774,-0.6430816650390625
37,-0.6398048996925354,-3.1541295051574707,0.26316192746162415,-5.091357707977295
38,-0.6294946074485779,-2.3884055614471436,0.36482512950897217,0.7552725076675415
39,-0.6085739731788635,-0.39336347579956055,0.8828693628311157,0.15790177881717682
40,-0.619735598564148,-1.5260498523712158,0.7387763857841492,1.7976394891738892
41,-0.6091226935386658,-1.813563346862793,0.9007082581520081,-0.002993369707837701
42,-0.5707786083221436,-0.511379599571228,0.7839704155921936,1.5551387071609497
43,-0.5902972221374512,-0.5315033793449402,0.5872296690940857,-0.9624732136726379
44,-0.5917432904243469,-0.39156290888786316,0.3911932706832886,2.113720655441284
45,-0.5810794830322266,-1.005806803703308,0.30271193385124207,-0.4140219986438751
46,-0.5972155928611755,-0.23370027542114258,0.6643744111061096,-1.049949288368225
47,-0.5869137048721313,-0.5645601153373718,0.7623584270477295,1.0953824520111084
48,-0.5744900703430176,-0.942349910736084,0.4103345572948456,-2.1925621032714844
49,-0.5765216946601868,-0.954987108707428,0.7103421688079834,-1.4619321823120117
50,-0.5851618647575378,-1.4728076457977295,-0.028155609965324402,-5.107524871826172
51,-0.5776740908622742,-0.9637432098388672,0.41665953397750854,-2.1926000118255615
52,-0.5567971467971802,-1.699666976928711,0.6979299187660217,1.3407634496688843
53,-0.5478003025054932,-1.1622309684753418,0.5778019428253174,0.5046482682228088
54,-0.548113226890564,-0.7988887429237366,0.15902592241764069,-4.08106803894043
55,-0.5615036487579346,-0.7845889329910278,0.5462081432342529,0.20936357975006104
56,-0.5566043853759766,-1.1101925373077393,0.766732931137085,-0.39844810962677
57,-0.5944564938545227,-1.591956377029419,0.5500591397285461,-3.0897107124328613
58,-0.5239733457565308,-1.3202414512634277,0.12364368140697479,-4.055831432342529
59,-0.5615195631980896,-0.8619552254676819,-0.32744163274765015,-2.6743369102478027
60,-0.5714395642280579,-0.7678810954093933,0.6534729599952698,-0.05611523240804672
61,-0.5257209539413452,0.00876190047711134,0.6187669634819031,0.1643039733171463
62,-0.5680466294288635,-0.6506244540214539,0.27369239926338196,-4.120617866516113
63,-0.518120288848877,-1.562053918838501,0.5409521460533142,2.154522180557251
64,-0.5376073718070984,-1.0586817264556885,0.25412067770957947,-3.7342488765716553
65,-0.5181764364242554,-0.7979978919029236,0.31860601902008057,-2.3394899368286133
66,-0.5395529270172119,-0.041135501116514206,0.7215001583099365,0.6640042662620544
67,-0.529747486114502,1.4693938493728638,0.8856261968612671,3.871659517288208
68,-0.520545482635498,2.0127298831939697,0.6402456164360046,4.593579292297363
69,-0.5178995132446289,1.8530746698379517,0.485368013381958,1.9167351722717285
70,-0.5106785297393799,1.4655847549438477,0.5001900792121887,-1.196423053741455
71,-0.508441686630249,0.8979746699333191,0.6056478023529053,4.176318168640137
72,-0.5285739302635193,0.645199179649353,0.392485648393631,3.206735849380493
73,-0.5384252667427063,0.5147446990013123,-0.019773442298173904,0.5796846151351929
74,-0.5045823454856873,2.1836020946502686,0.23222008347511292,2.1590116024017334
75,-0.5052511096000671,1.550859808921814,0.49507221579551697,2.701003074645996
76,-0.511721670627594,2.3913888931274414,0.17374290525913239,-0.6486350893974304
77,-0.5154578685760498,1.7438302040100098,0.2506796419620514,-1.6667213439941406
78,-0.49216753244400024,1.9532302618026733,0.7200000882148743,5.996842861175537
79,-0.47963130474090576,2.6186609268188477,0.7541143298149109,5.1857476234436035
80,-0.5101746320724487,2.4668281078338623,0.8031450510025024,2.6236202716827393
81,-0.49159932136535645,2.808086633682251,0.2975684702396393,0.0003651644801720977
82,-0.5073339343070984,2.5903756618499756,0.4854482412338257,5.401127338409424
83,-0.46947550773620605,2.330305576324463,0.8288068175315857,2.9718923568725586
84,-0.4991687536239624,2.3769965171813965,1.1501551866531372,2.944309711456299
85,-0.4795140326023102,3.3775858879089355,0.5603399276733398,0.2215491086244583
86,-0.4637272357940674,3.950791120529175,0.1600210964679718,0.4119150638580322
87,-0.4992731213569641,3.6849746704101562,0.5307714939117432,1.9166351556777954
88,-0.47849470376968384,4.095609664916992,0.5006850957870483,1.674331545829773
89,-0.4771743714809418,4.398782253265381,0.7153034806251526,2.980745315551758
90,-0.48016852140426636,4.248408317565918,0.5351710319519043,2.7319302558898926
91,-0.47448626160621643,3.9817559719085693,1.1211166381835938,4.909605026245117
92,-0.48306500911712646,4.1598100662231445,0.05031571537256241,8.216058731079102
93,-0.4710574150085449,4.436389446258545,0.2270159125328064,1.0111136436462402
94,-0.4921424686908722,4.296659469604492,0.2441025972366333,7.189821243286133
95,-0.46774399280548096,4.301926612854004,0.006511920131742954,3.2170441150665283
96,-0.46560248732566833,4.617544651031494,0.8006789684295654,5.337629318237305
97,-0.47910526394844055,4.01042366027832,0.7221458554267883,0.4664328396320343
98,-0.4685744047164917,3.6458189487457275,1.0208169221878052,3.592486619949341
99,-0.4784226417541504,4.084444046020508,0.8671182990074158,2.0578722953796387
100,-0.45819053053855896,5.634032726287842,0.9658941030502319,6.106716156005859
101,-0.4695836901664734,5.1903204917907715,0.9217284917831421,5.803030490875244
102,-0.4786738157272339,3.9502665996551514,1.21628737449646,2.593860387802124
103,-0.4682575464248657,4.718812942504883,0.10522007197141647,3.0238308906555176
104,-0.451482892036438,5.456052303314209,0.5833128094673157,4.017086029052734
105,-0.4600793719291687,5.0839924812316895,0.5603779554367065,7.522490978240967
106,-0.4889664649963379,4.886671543121338,0.41224876046180725,1.8353465795516968
107,-0.4779989719390869,4.537217140197754,0.8509025573730469,5.449815273284912
108,-0.47665703296661377,4.46147346496582,0.07939157634973526,6.4821577072143555
109,-0.4637753367424011,3.6424481868743896,0.1731349229812622,-0.12176094204187393
110,-0.48442012071609497,4.074424743652344,0.7994444370269775,5.224875450134277
111,-0.4673161804676056,4.0673699378967285,1.061765193939209,5.010654926300049
112,-0.45956555008888245,4.4616379737854,1.129699468612671,3.885519027709961
113,-0.474889874458313,5.20029878616333,0.8502102494239807,4.693085670471191
114,-0.4675121605396271,5.255680561065674,0.7518855929374695,4.356183052062988
115,-0.4596620500087738,5.002100944519043,0.8713139295578003,5.303239822387695
116,-0.46151313185691833,4.81144380569458,0.6552938222885132,8.400075912475586
117,-0.47887787222862244,3.9509408473968506,0.6734619140625,2.817429780960083
118,-0.46337494254112244,4.046021938323975,1.2727612257003784,4.351397514343262
119,-0.4715785086154938,3.0107877254486084,0.8503882884979248,4.234557628631592
120,-0.4621829390525818,2.8574867248535156,0.9132857322692871,2.0299766063690186
121,-0.44822457432746887,2.7162909507751465,0.7170513272285461,0.3530736267566681
122,-0.4457676410675049,3.72133469581604,0.9799242615699768,3.0142455101013184
123,-0.440538227558136,2.8797266483306885,0.8126499056816101,2.9090676307678223
124,-0.46061640977859497,2.761756658554077,0.8831517100334167,5.360651969909668
125,-0.4673086106777191,3.2136213779449463,0.8439979553222656,1.3999959230422974
126,-0.4702366888523102,3.7920563220977783,-0.04880817234516144,7.866907119750977
127,-0.43931084871292114,2.295032024383545,1.221232295036316,2.001077890396118
128,-0.4444389045238495,3.4489755630493164,0.403294175863266,6.6632914543151855
129,-0.46582409739494324,3.1125104427337646,0.7249459624290466,5.848800182342529
130,-0.4535907804965973,3.4150359630584717,0.8375003337860107,2.128000259399414
131,-0.452615886926651,3.6071574687957764,0.7372756004333496,7.879312038421631
132,-0.4576028883457184,4.052553653717041,0.49341341853141785,9.047672271728516
133,-0.4629462659358978,3.5754780769348145,0.265135258436203,0.3280599117279053
134,-0.442475825548172,2.73823881149292,0.5625261068344116,6.420144557952881
135,-0.43046489357948303,2.6424946784973145,0.6730340719223022,4.105833053588867
136,-0.4386168122291565,3.78879714012146,0.6844163537025452,4.941734313964844
137,-0.45060381293296814,3.365691900253296,0.7557335495948792,2.5446741580963135
138,-0.45214006304740906,3.3464510440826416,0.6433687806129456,1.7766035795211792
139,-0.46111974120140076,3.812514543533325,0.44951340556144714,1.100550651550293
140,-0.4512663781642914,4.028338432312012,0.6175096035003662,5.809602737426758
141,-0.4323945939540863,3.202944755554199,0.5820581316947937,1.7159438133239746
142,-0.448064386844635,3.4230849742889404,0.2998511493206024,0.3488224744796753
143,-0.4560508728027344,2.605510950088501,0.3908814489841461,4.124926567077637
144,-0.44518280029296875,2.0195610523223877,0.3128594160079956,4.524443626403809
145,-0.43837761878967285,2.7927772998809814,0.4791932702064514,0.05688377842307091
146,-0.43249213695526123,3.096576452255249,0.9087457060813904,3.657778263092041
147,-0.42649132013320923,5.087826728820801,1.2270073890686035,5.230657577514648
148,-0.42902159690856934,3.1517813205718994,1.0852302312850952,-0.025010868906974792
149,-0.4328076243400574,3.2029690742492676,0.37249451875686646,4.1236371994018555
150,-0.4541407823562622,3.58948016166687,0.38276803493499756,7.899144172668457
151,-0.4489990472793579,2.745678663253784,0.6947146058082581,3.2721176147460938
152,-0.42539888620376587,1.9672805070877075,0.658050537109375,3.520343065261841
153,-0.4382980167865753,2.3203532695770264,1.2344112396240234,2.6276535987854004
154,-0.42249342799186707,2.679711103439331,0.8795987963676453,1.4210057258605957
155,-0.43457546830177307,3.318624973297119,1.7960848808288574,4.211921691894531
156,-0.40650612115859985,2.410562515258789,0.9489865899085999,3.226086378097534
157,-0.4310101568698883,1.886481523513794,0.565718412399292,0.41862040758132935
158,-0.42551007866859436,3.051553964614868,0.6682003140449524,4.33323860168457
159,-0.4136732518672943,3.575381278991699,0.6818234920501709,5.9012603759765625
160,-0.41484951972961426,3.1107139587402344,0.6201168298721313,4.020427227020264
161,-0.4459921717643738,3.265709400177002,1.1850227117538452,2.6026363372802734
162,-0.4193113446235657,3.4370763301849365,0.5179335474967957,6.389636039733887
163,-0.4245550036430359,3.056838274002075,0.5256488919258118,1.1175564527511597
164,-0.43872228264808655,2.314023017883301,0.6149869561195374,-3.598163366317749
165,-0.3968096673488617,2.3481247425079346,0.4905993938446045,0.11759033799171448
166,-0.3958902657032013,2.4837443828582764,0.31323716044425964,3.124281406402588
167,-0.40607699751853943,2.370832920074463,0.896375298500061,2.386782646179199
168,-0.4016581177711487,4.229470729827881,0.8735036253929138,2.006192445755005
169,-0.4192395806312561,4.667059898376465,0.387206107378006,-0.22761578857898712
170,-0.40440210700035095,4.234619617462158,0.30888134241104126,7.105365753173828
171,-0.40486836433410645,3.6921300888061523,0.06636261194944382,-1.2476389408111572
172,-0.41230565309524536,3.9515814781188965,1.2676860094070435,5.99196720123291
173,-0.4149361252784729,4.280033588409424,1.072144627571106,6.931385517120361
174,-0.4128403663635254,4.188446521759033,0.981598973274231,2.091491460800171
175,-0.3848634660243988,4.255190849304199,1.101192831993103,3.956012010574341
176,-0.41556620597839355,4.241167068481445,0.6324687600135803,5.441088676452637
177,-0.40259188413619995,3.8906033039093018,1.1970055103302002,4.014636993408203
178,-0.4020606279373169,3.8432981967926025,0.044403087347745895,1.7040425539016724
179,-0.40010422468185425,4.566383361816406,0.564190149307251,4.158402442932129
180,-0.42026540637016296,5.231084823608398,1.4816317558288574,6.135730743408203
181,-0.41273143887519836,3.681271553039551,0.6812112331390381,7.206368923187256
182,-0.3974802792072296,3.501155138015747,0.2407473772764206,6.716825485229492
183,-0.38882187008857727,4.276009559631348,0.6695371866226196,6.395549297332764
184,-0.4347127377986908,3.776155948638916,1.7850549221038818,3.9100658893585205
185,-0.41803139448165894,1.9001896381378174,1.2477165460586548,1.224744200706482
186,-0.3984694182872772,1.9181731939315796,0.9351711869239807,2.4483819007873535
187,-0.3943859040737152,1.3157423734664917,0.8548205494880676,0.5693278312683105
188,-0.4152224361896515,2.088122844696045,0.7218011617660522,3.505016803741455
189,-0.4257042109966278,2.655830144882202,1.1057116985321045,0.5744789242744446
190,-0.4126911759376526,1.5237131118774414,0.4899636507034302,5.424717426300049
191,-0.42148226499557495,2.902576446533203,0.8526275157928467,4.083966255187988
192,-0.4090801477432251,3.415508270263672,0.4972464442253113,-1.5060946941375732
193,-0.3806975185871124,2.7763662338256836,0.5675144195556641,2.2308521270751953
194,-0.39546507596969604,4.391890525817871,1.4050613641738892,3.5587732791900635
195,-0.38448843359947205,3.7341697216033936,0.325822114944458,2.0873923301696777
196,-0.40610432624816895,3.9574646949768066,0.6075611114501953,8.204021453857422
197,-0.3977911174297333,3.8461194038391113,0.9215619564056396,4.244091987609863
198,-0.39287644624710083,3.7832207679748535,1.1959762573242188,2.5124990940093994
199,-0.37997886538505554,3.4909284114837646,0.7351550459861755,4.839846611022949
200,-0.3967081606388092,5.299882411956787,0.5943359136581421,5.896996974945068
