epoch,critic_loss,generator_loss,val_critic_loss,val_generator_loss
0,-1.454606294631958,-9.85279369354248,-0.4759472608566284,-1.7434865236282349
1,-0.2687041461467743,-2.236083984375,-0.11295536160469055,-0.574258029460907
2,-0.12624123692512512,-1.5338562726974487,-0.04058849439024925,-1.010178565979004
3,-0.08659068495035172,-1.5005234479904175,0.004231331404298544,-2.9353978633880615
4,-0.07884705066680908,-1.1439599990844727,-0.07639742642641068,-0.8716121912002563
5,-0.081403948366642,-0.802753746509552,-0.06870339065790176,-0.539665699005127
6,-0.08012589812278748,-0.5499720573425293,-0.010514245368540287,-2.020493507385254
7,-0.07462254166603088,-0.4884111285209656,-0.009892038069665432,-1.4041253328323364
8,-0.0687771588563919,-0.4947628080844879,0.01904732547700405,-1.9322683811187744
9,-0.06301647424697876,-0.550172746181488,0.05079016834497452,0.8436338901519775
10,-0.05722880735993385,-0.6472365260124207,0.02635703608393669,-2.33693790435791
11,-0.054036080837249756,-0.6666016578674316,0.022790610790252686,0.034748371690511703
12,-0.052215538918972015,-0.6993585228919983,0.12294010818004608,-2.2781689167022705
13,-0.05097554624080658,-0.7297452688217163,0.07060415297746658,-3.0321621894836426
14,-0.050475046038627625,-0.7268256545066833,0.05727459117770195,-2.807008981704712
15,-0.04915700480341911,-0.7652609348297119,0.16870754957199097,-3.389925956726074
16,-0.04776296019554138,-0.7481178641319275,0.08811202645301819,-2.7980895042419434
17,-0.04711366444826126,-0.7345921397209167,0.01705273799598217,-2.468801736831665
18,-0.048821963369846344,-0.7845498323440552,-0.033216122537851334,0.7844250202178955
19,-0.04739660024642944,-0.8150463104248047,-0.0673195868730545,0.8226277828216553
20,-0.04741373658180237,-0.8268575072288513,-0.04451251029968262,0.024868154898285866
21,-0.04520103335380554,-0.8599356412887573,-7.5783726060763e-05,-3.2191579341888428
22,-0.04737665504217148,-0.8281252980232239,-0.04352450370788574,-1.4998208284378052
23,-0.04686884209513664,-0.8711881041526794,-0.09706555306911469,0.9881336092948914
24,-0.04477269574999809,-0.8990762233734131,0.05439506471157074,-4.179393768310547
25,-0.042863886803388596,-0.8641064167022705,-0.047358132898807526,-1.2330132722854614
26,-0.043971214443445206,-0.900177001953125,0.25555670261383057,2.3654861450195312
27,-0.044543199241161346,-0.9608296751976013,-0.07993485778570175,-2.768129587173462
28,-0.04616570845246315,-0.9406572580337524,-0.013389620929956436,-3.4466779232025146
29,-0.04394097626209259,-0.959273099899292,0.01988479681313038,-3.3671023845672607
30,-0.044121984392404556,-0.9777799844741821,-0.05560869351029396,0.2384280413389206
31,-0.044054605066776276,-1.019893765449524,-0.05093889683485031,-3.9903676509857178
32,-0.045498330146074295,-1.140708088874817,-0.06634201854467392,-3.286722421646118
33,-0.048422519117593765,-1.067788004875183,0.011775835417211056,-0.4135509133338928
34,-0.042955413460731506,-1.0350717306137085,-0.046597376465797424,-3.167935371398926
35,-0.04738932475447655,-1.154420256614685,0.038395956158638,1.7500375509262085
36,-0.048608314245939255,-1.1080265045166016,-0.043204374611377716,2.981621503829956
37,-0.0461120642721653,-0.9954038858413696,0.07646626979112625,0.8376712799072266
38,-0.04716207832098007,-1.085944414138794,0.032381460070610046,-2.4493203163146973
39,-0.044925905764102936,-1.0224369764328003,-0.07408154755830765,1.2943605184555054
40,-0.04628218337893486,-1.1032708883285522,-0.1038772463798523,1.9612127542495728
41,-0.04811516031622887,-1.1017858982086182,-0.054036036133766174,-0.39630794525146484
42,-0.048062071204185486,-1.0414719581604004,0.039932042360305786,1.9906288385391235
43,-0.047609955072402954,-1.0359737873077393,-0.029302535578608513,-0.7105178236961365
44,-0.04718361049890518,-1.0310090780258179,-0.06919637322425842,-3.617701530456543
45,-0.04615109786391258,-1.0125356912612915,-0.034042492508888245,-0.30305027961730957
46,-0.047276463359594345,-1.0119359493255615,0.01142007578164339,-2.573040246963501
47,-0.045016538351774216,-1.0887020826339722,-0.005824672989547253,2.108369827270508
48,-0.044838495552539825,-1.0035176277160645,-0.0425734706223011,-2.0717999935150146
49,-0.049300551414489746,-1.0836858749389648,-0.09003820270299911,-2.427299737930298
50,-0.04718007519841194,-1.140857458114624,0.01703084260225296,-2.4726340770721436
51,-0.04468965902924538,-1.0931754112243652,-0.06170046329498291,-4.313939571380615
52,-0.04818103834986687,-1.0697227716445923,0.05928764492273331,-4.423608303070068
53,-0.046901263296604156,-1.0406041145324707,-0.002897589234635234,1.8641982078552246
